Date,Branch,Channel,Category,Quantity,Unit Price,Cost,Total Sales,Revenue,Profit,Waste,Status
2023-01-15,Muscat,Retail,Accessories,1,23.18,13.0,23.18,23.18,10.19,0.0,Completed
2023-01-15,Sohar,Online,Tablets,3,155.56,80.53,466.68,466.68,225.08,0.0,Completed
2023-01-15,Salalah,Online,Smartphones,1,228.48,136.52,228.48,228.48,91.96,0.0,Completed
2023-01-15,Salalah,Online,Laptops,2,370.04,197.08,740.09,740.09,345.92,0.0,Completed
2023-01-15,Muscat,Online,Accessories,4,27.45,15.13,109.81,0.0,-16.87,16.87,Returned
2023-01-15,Salalah,Retail,Accessories,5,24.04,13.59,120.18,120.18,52.24,0.0,Completed
2023-01-15,Muscat,Retail,Smartphones,4,230.3,157.22,921.21,921.21,292.31,0.0,Completed
2023-01-15,Muscat,Retail,Smartphones,5,268.9,168.82,1344.51,1344.51,500.42,0.0,Completed
2023-01-16,Sohar,Online,Smartphones,3,273.6,175.44,820.81,820.81,294.49,0.0,Completed
2023-01-16,Nizwa,Online,Accessories,3,23.33,13.29,69.99,69.99,30.11,0.0,Completed
2023-01-16,Sohar,Online,Accessories,4,25.26,15.1,101.04,101.04,40.66,0.0,Completed
2023-01-16,Sohar,Retail,Accessories,3,25.96,18.0,77.88,77.88,23.89,0.0,Completed
2023-01-16,Salalah,Retail,Accessories,5,25.51,15.79,127.53,127.53,48.56,0.0,Completed
2023-01-16,Nizwa,Retail,Accessories,1,25.03,14.49,25.03,25.03,10.54,0.0,Completed
2023-01-16,Salalah,Retail,Laptops,3,340.05,171.02,1020.15,1020.15,507.08,0.0,Completed
2023-01-17,Salalah,Online,Smartphones,2,259.9,143.88,519.79,519.79,232.02,0.0,Completed
2023-01-17,Muscat,Retail,Laptops,1,335.63,219.58,335.63,335.63,116.05,0.0,Completed
2023-01-17,Salalah,Retail,Wearables,1,87.53,59.22,87.53,87.53,28.31,0.0,Completed
2023-01-17,Nizwa,Retail,Wearables,1,86.68,50.67,86.68,86.68,36.01,0.0,Completed
2023-01-17,Sohar,Retail,Smartphones,1,258.77,146.9,258.77,258.77,111.88,0.0,Completed
2023-01-18,Salalah,Retail,Laptops,1,341.04,228.64,341.04,341.04,112.4,0.0,Completed
2023-01-18,Salalah,Online,Smartphones,4,235.76,133.56,943.04,943.04,408.81,0.0,Completed
2023-01-18,Nizwa,Retail,Smartphones,1,260.75,156.86,260.75,260.75,103.88,0.0,Completed
2023-01-18,Nizwa,Retail,Smartphones,3,233.98,137.83,701.95,701.95,288.46,0.0,Completed
2023-01-18,Muscat,Online,Accessories,5,23.16,12.23,115.8,115.8,54.66,0.0,Completed
2023-01-19,Salalah,Retail,Smartphones,5,270.17,159.12,1350.85,1350.85,555.24,0.0,Completed
2023-01-19,Salalah,Retail,Tablets,5,153.29,76.69,766.43,766.43,383.01,0.0,Completed
2023-01-19,Muscat,Retail,Accessories,3,22.78,12.05,68.34,68.34,32.19,0.0,Completed
2023-01-19,Salalah,Retail,Accessories,1,26.89,13.58,26.89,26.89,13.31,0.0,Completed
2023-01-20,Muscat,Wholesale,Smartphones,44,210.79,153.13,9274.9,9274.9,2537.36,0.0,Completed
2023-01-20,Sohar,Retail,Laptops,4,374.92,189.75,1499.68,1499.68,740.66,0.0,Completed
2023-01-20,Salalah,Retail,Laptops,5,362.1,217.11,1810.51,1810.51,724.97,0.0,Completed
2023-01-20,Muscat,Online,Smartphones,4,273.88,187.33,1095.52,1095.52,346.21,0.0,Completed
2023-01-21,Muscat,Online,Smartphones,4,226.59,120.63,906.38,906.38,423.87,0.0,Completed
2023-01-21,Salalah,Retail,Laptops,3,352.59,234.64,1057.78,1057.78,353.86,0.0,Completed
2023-01-21,Muscat,Online,Accessories,1,24.45,13.33,24.45,24.45,11.12,0.0,Completed
2023-01-21,Salalah,Online,Smartphones,1,267.94,176.96,267.94,267.94,90.98,0.0,Completed
2023-01-21,Sohar,Retail,Accessories,3,25.34,12.84,76.02,0.0,-28.05,28.05,Returned
2023-01-22,Salalah,Online,Smartphones,1,245.68,137.95,245.68,245.68,107.73,0.0,Completed
2023-01-22,Salalah,Retail,Smartphones,2,267.97,181.08,535.95,535.95,173.79,0.0,Completed
2023-01-22,Sohar,Retail,Tablets,5,160.13,108.26,800.65,800.65,259.37,0.0,Completed
2023-01-22,Muscat,Retail,Wearables,4,81.66,54.7,326.64,326.64,107.83,0.0,Completed
2023-01-22,Muscat,Retail,Accessories,2,27.12,17.2,54.24,54.24,19.84,0.0,Completed
2023-01-22,Salalah,Retail,Smartphones,3,264.25,174.7,792.74,792.74,268.63,0.0,Completed
2023-01-22,Muscat,Online,Laptops,1,340.13,223.54,340.13,340.13,116.59,0.0,Completed
2023-01-23,Salalah,Online,Tablets,3,138.94,87.44,416.82,416.82,154.5,0.0,Completed
2023-01-23,Salalah,Retail,Accessories,1,25.25,14.18,25.25,25.25,11.07,0.0,Completed
2023-01-23,Muscat,Online,Wearables,3,72.87,46.93,218.62,218.62,77.84,0.0,Completed
2023-01-23,Sohar,Retail,Smartphones,2,244.61,158.86,489.22,489.22,171.49,0.0,Completed
2023-01-24,Muscat,Retail,Laptops,4,327.22,166.65,1308.89,1308.89,642.27,0.0,Completed
2023-01-24,Nizwa,Online,Smartphones,2,255.02,166.44,510.05,0.0,-183.3,183.3,Returned
2023-01-24,Sohar,Online,Tablets,5,158.33,85.83,791.64,791.64,362.51,0.0,Completed
2023-01-24,Sohar,Wholesale,Laptops,40,275.76,207.63,11030.55,11030.55,2725.27,0.0,Completed
2023-01-24,Salalah,Retail,Wearables,5,72.66,44.64,363.31,363.31,140.09,0.0,Completed
2023-01-24,Muscat,Retail,Accessories,5,26.02,17.51,130.09,130.09,42.54,0.0,Completed
2023-01-24,Muscat,Retail,Smartphones,1,257.48,156.48,257.48,257.48,101.0,0.0,Completed
2023-01-24,Muscat,Online,Tablets,5,150.77,102.04,753.83,753.83,243.65,0.0,Completed
2023-01-25,Salalah,Online,Laptops,1,349.02,239.08,349.02,349.02,109.94,0.0,Completed
2023-01-25,Salalah,Retail,Laptops,5,315.59,203.77,1577.96,0.0,-601.7,601.7,Returned
2023-01-25,Muscat,Online,Laptops,4,346.75,219.04,1387.0,1387.0,510.84,0.0,Completed
2023-01-26,Nizwa,Retail,Accessories,2,25.07,15.19,50.13,0.0,-9.81,9.81,Returned
2023-01-26,Salalah,Retail,Accessories,1,25.14,13.07,25.14,25.14,12.07,0.0,Completed
2023-01-26,Muscat,Retail,Tablets,5,159.7,108.94,798.52,798.52,253.81,0.0,Completed
2023-01-27,Sohar,Retail,Smartphones,5,270.04,169.04,1350.19,1350.19,504.97,0.0,Completed
2023-01-27,Muscat,Retail,Accessories,5,27.2,15.53,136.0,136.0,58.36,0.0,Completed
2023-01-27,Muscat,Online,Laptops,1,373.29,192.09,373.29,373.29,181.2,0.0,Completed
2023-01-27,Nizwa,Retail,Smartphones,5,256.48,144.33,1282.38,1282.38,560.75,0.0,Completed
2023-01-27,Salalah,Online,Smartphones,2,262.01,136.65,524.03,524.03,250.72,0.0,Completed
2023-01-28,Sohar,Retail,Smartphones,3,271.93,177.34,815.78,815.78,283.76,0.0,Completed
2023-01-28,Sohar,Online,Smartphones,3,255.28,135.33,765.84,765.84,359.85,0.0,Completed
2023-01-28,Muscat,Wholesale,Wearables,33,66.46,56.88,2193.13,2193.13,315.96,0.0,Completed
2023-01-28,Nizwa,Online,Accessories,2,24.83,16.75,49.67,49.67,16.17,0.0,Completed
2023-01-28,Muscat,Online,Smartphones,2,268.2,181.41,536.39,536.39,173.58,0.0,Completed
2023-01-29,Muscat,Online,Laptops,2,371.58,192.9,743.17,743.17,357.36,0.0,Completed
2023-01-29,Sohar,Retail,Accessories,4,27.31,16.7,109.22,109.22,42.42,0.0,Completed
2023-01-30,Nizwa,Retail,Tablets,4,151.06,83.04,604.24,0.0,-252.58,252.58,Returned
2023-01-30,Salalah,Retail,Smartphones,5,254.58,169.84,1272.9,1272.9,423.73,0.0,Completed
2023-01-30,Salalah,Retail,Tablets,2,137.33,82.4,274.67,274.67,109.87,0.0,Completed
2023-01-30,Muscat,Retail,Smartphones,1,257.65,156.07,257.65,257.65,101.58,0.0,Completed
2023-01-30,Sohar,Retail,Wearables,5,74.85,38.98,374.27,374.27,179.35,0.0,Completed
2023-01-30,Salalah,Wholesale,Wearables,72,65.72,54.99,4731.79,4731.79,772.83,0.0,Completed
2023-01-31,Muscat,Retail,Accessories,1,24.35,12.72,24.35,24.35,11.64,0.0,Completed
2023-01-31,Muscat,Online,Smartphones,4,250.91,137.67,1003.65,1003.65,452.95,0.0,Completed
2023-01-31,Muscat,Online,Smartphones,1,274.46,145.21,274.46,0.0,-116.9,116.9,Returned
2023-01-31,Sohar,Retail,Laptops,5,381.89,201.95,1909.43,1909.43,899.69,0.0,Completed
2023-01-31,Sohar,Online,Smartphones,4,228.07,144.04,912.27,0.0,-517.16,517.16,Returned
2023-01-31,Sohar,Retail,Wearables,3,73.85,41.7,221.55,221.55,96.45,0.0,Completed
2023-01-31,Salalah,Retail,Smartphones,1,261.14,132.65,261.14,261.14,128.49,0.0,Completed
2023-01-31,Muscat,Retail,Accessories,5,27.14,13.91,135.68,135.68,66.14,0.0,Completed
2023-01-31,Muscat,Retail,Laptops,5,335.16,179.15,1675.82,1675.82,780.06,0.0,Completed
2023-01-31,Salalah,Retail,Accessories,1,26.42,13.28,26.42,26.42,13.15,0.0,Completed
2023-02-01,Sohar,Retail,Smartphones,3,232.43,124.33,697.3,697.3,324.3,0.0,Completed
2023-02-01,Muscat,Retail,Smartphones,2,254.65,163.54,509.31,509.31,182.22,0.0,Completed
2023-02-01,Salalah,Retail,Accessories,1,22.69,15.38,22.69,22.69,7.31,0.0,Completed
2023-02-01,Muscat,Online,Smartphones,3,228.3,149.95,684.91,684.91,235.06,0.0,Completed
2023-02-01,Sohar,Wholesale,Laptops,60,256.4,164.78,15384.04,15384.04,5496.99,0.0,Completed
2023-02-01,Salalah,Retail,Accessories,1,24.26,14.22,24.26,24.26,10.04,0.0,Completed
2023-02-01,Muscat,Wholesale,Wearables,20,62.64,42.78,1252.82,1252.82,397.19,0.0,Completed
2023-02-01,Muscat,Online,Accessories,1,23.71,14.17,23.71,23.71,9.55,0.0,Completed
2023-02-02,Salalah,Online,Smartphones,5,253.07,147.03,1265.34,1265.34,530.18,0.0,Completed
2023-02-02,Muscat,Online,Smartphones,3,257.41,168.94,772.22,772.22,265.4,0.0,Completed
2023-02-02,Nizwa,Online,Laptops,2,352.48,214.07,704.96,704.96,276.82,0.0,Completed
2023-02-03,Sohar,Online,Laptops,1,337.82,233.37,337.82,337.82,104.45,0.0,Completed
2023-02-03,Nizwa,Online,Smartphones,1,231.46,138.82,231.46,231.46,92.64,0.0,Completed
2023-02-03,Salalah,Retail,Smartphones,4,266.37,144.94,1065.48,1065.48,485.71,0.0,Completed
2023-02-03,Muscat,Retail,Smartphones,3,266.84,185.67,800.51,800.51,243.49,0.0,Completed
2023-02-03,Muscat,Retail,Wearables,5,84.17,42.91,420.86,420.86,206.33,0.0,Completed
2023-02-04,Sohar,Retail,Laptops,3,350.64,178.41,1051.93,1051.93,516.69,0.0,Completed
2023-02-04,Muscat,Online,Wearables,3,84.16,58.48,252.48,252.48,77.04,0.0,Completed
2023-02-04,Muscat,Online,Smartphones,3,230.44,158.61,691.32,691.32,215.49,0.0,Completed
2023-02-05,Nizwa,Retail,Accessories,3,25.94,16.62,77.82,77.82,27.96,0.0,Completed
2023-02-05,Muscat,Retail,Smartphones,4,264.35,174.25,1057.38,1057.38,360.38,0.0,Completed
2023-02-05,Nizwa,Wholesale,Smartphones,15,215.09,156.79,3226.32,3226.32,874.45,0.0,Completed
2023-02-05,Muscat,Online,Wearables,4,78.47,50.09,313.88,313.88,113.52,0.0,Completed
2023-02-05,Muscat,Online,Accessories,1,22.91,15.73,22.91,22.91,7.18,0.0,Completed
2023-02-05,Sohar,Retail,Tablets,4,146.86,97.29,587.43,587.43,198.26,0.0,Completed
2023-02-05,Muscat,Online,Laptops,5,327.23,200.28,1636.14,1636.14,634.75,0.0,Completed
2023-02-06,Salalah,Wholesale,Tablets,20,128.71,95.3,2574.19,2574.19,668.14,0.0,Completed
2023-02-06,Muscat,Retail,Laptops,2,336.57,215.96,673.15,673.15,241.24,0.0,Completed
2023-02-06,Nizwa,Retail,Smartphones,3,264.22,170.72,792.66,792.66,280.49,0.0,Completed
2023-02-06,Muscat,Online,Laptops,5,338.51,204.46,1692.56,1692.56,670.25,0.0,Completed
2023-02-06,Salalah,Wholesale,Tablets,19,128.59,107.02,2443.3,2443.3,409.9,0.0,Completed
2023-02-07,Sohar,Online,Smartphones,2,227.11,146.92,454.21,454.21,160.36,0.0,Completed
2023-02-07,Muscat,Retail,Accessories,5,23.41,12.54,117.04,0.0,-28.02,28.02,Returned
2023-02-07,Salalah,Online,Smartphones,3,252.03,169.86,756.08,756.08,246.5,0.0,Completed
2023-02-07,Nizwa,Retail,Laptops,4,344.75,199.39,1379.0,1379.0,581.46,0.0,Completed
2023-02-07,Muscat,Online,Accessories,1,24.46,16.32,24.46,24.46,8.14,0.0,Completed
2023-02-07,Nizwa,Online,Laptops,5,322.98,206.6,1614.9,1614.9,581.9,0.0,Completed
2023-02-08,Muscat,Online,Laptops,1,342.24,198.29,342.24,342.24,143.95,0.0,Completed
2023-02-08,Muscat,Retail,Smartphones,1,227.56,122.44,227.56,227.56,105.12,0.0,Completed
2023-02-08,Nizwa,Online,Tablets,4,151.14,83.45,604.58,604.58,270.79,0.0,Completed
2023-02-09,Muscat,Retail,Accessories,3,24.98,15.44,74.94,74.94,28.6,0.0,Completed
2023-02-09,Salalah,Retail,Tablets,1,158.82,106.65,158.82,158.82,52.17,0.0,Completed
2023-02-09,Muscat,Retail,Smartphones,3,262.31,133.24,786.92,786.92,387.19,0.0,Completed
2023-02-09,Salalah,Retail,Accessories,5,27.27,18.49,136.35,136.35,43.88,0.0,Completed
2023-02-09,Salalah,Retail,Wearables,5,86.52,47.67,432.61,432.61,194.24,0.0,Completed
2023-02-09,Salalah,Retail,Wearables,1,81.38,54.64,81.38,81.38,26.74,0.0,Completed
2023-02-09,Nizwa,Retail,Wearables,4,86.31,57.7,345.24,345.24,114.44,0.0,Completed
2023-02-09,Sohar,Online,Laptops,2,371.21,248.79,742.41,742.41,244.83,0.0,Completed
2023-02-09,Muscat,Retail,Accessories,2,25.55,15.15,51.1,51.1,20.8,0.0,Completed
2023-02-10,Salalah,Online,Smartphones,3,226.05,128.81,678.15,0.0,-112.79,112.79,Returned
2023-02-10,Muscat,Online,Smartphones,5,256.29,176.4,1281.46,1281.46,399.48,0.0,Completed
2023-02-10,Salalah,Online,Wearables,2,80.51,52.07,161.02,161.02,56.88,0.0,Completed
2023-02-10,Muscat,Online,Smartphones,2,227.59,156.63,455.17,455.17,141.91,0.0,Completed
2023-02-10,Nizwa,Retail,Accessories,3,24.44,15.38,73.33,73.33,27.19,0.0,Completed
2023-02-11,Sohar,Retail,Tablets,4,155.46,92.92,621.82,621.82,250.16,0.0,Completed
2023-02-12,Sohar,Wholesale,Laptops,33,291.8,242.07,9629.33,9629.33,1640.87,0.0,Completed
2023-02-12,Salalah,Retail,Smartphones,3,244.31,128.19,732.94,732.94,348.36,0.0,Completed
2023-02-12,Sohar,Wholesale,Accessories,80,19.56,16.0,1565.1,1565.1,285.29,0.0,Completed
2023-02-12,Muscat,Online,Tablets,5,138.71,79.01,693.57,693.57,298.52,0.0,Completed
2023-02-12,Muscat,Retail,Wearables,2,83.36,55.81,166.73,166.73,55.1,0.0,Completed
2023-02-12,Sohar,Online,Accessories,3,25.24,16.82,75.73,75.73,25.28,0.0,Completed
2023-02-12,Muscat,Retail,Tablets,1,136.1,91.5,136.1,136.1,44.6,0.0,Completed
2023-02-12,Muscat,Online,Smartphones,3,251.23,139.49,753.69,753.69,335.23,0.0,Completed
2023-02-13,Muscat,Online,Smartphones,4,257.96,135.89,1031.83,1031.83,488.28,0.0,Completed
2023-02-13,Sohar,Retail,Laptops,4,339.89,226.74,1359.55,1359.55,452.58,0.0,Completed
2023-02-13,Muscat,Online,Smartphones,5,242.42,143.32,1212.12,1212.12,495.52,0.0,Completed
2023-02-13,Muscat,Wholesale,Smartphones,14,201.61,127.24,2822.5,0.0,-1532.46,1532.46,Returned
2023-02-13,Sohar,Retail,Smartphones,4,270.06,135.99,1080.25,1080.25,536.31,0.0,Completed
2023-02-14,Sohar,Retail,Laptops,5,367.25,183.83,1836.26,1836.26,917.11,0.0,Completed
2023-02-14,Sohar,Online,Accessories,5,23.88,14.21,119.4,119.4,48.34,0.0,Completed
2023-02-14,Muscat,Retail,Smartphones,5,272.12,163.41,1360.59,0.0,-545.08,545.08,Returned
2023-02-14,Salalah,Online,Laptops,2,320.1,187.76,640.19,640.19,264.68,0.0,Completed
2023-02-14,Sohar,Retail,Smartphones,3,265.65,166.07,796.95,796.95,298.75,0.0,Completed
2023-02-14,Salalah,Wholesale,Smartphones,60,187.17,153.99,11229.98,11229.98,1990.28,0.0,Completed
2023-02-14,Sohar,Online,Smartphones,1,244.74,143.19,244.74,244.74,101.55,0.0,Completed
2023-02-14,Sohar,Online,Smartphones,4,239.55,153.68,958.2,958.2,343.46,0.0,Completed
2023-02-15,Muscat,Retail,Accessories,2,27.26,16.56,54.51,54.51,21.4,0.0,Completed
2023-02-15,Muscat,Online,Laptops,4,335.12,201.71,1340.47,1340.47,533.65,0.0,Completed
2023-02-15,Nizwa,Retail,Tablets,5,145.7,73.69,728.51,728.51,360.04,0.0,Completed
2023-02-15,Nizwa,Retail,Smartphones,1,226.2,138.97,226.2,226.2,87.23,0.0,Completed
2023-02-15,Sohar,Retail,Laptops,2,344.82,202.27,689.65,689.65,285.1,0.0,Completed
2023-02-15,Muscat,Retail,Accessories,1,24.71,12.53,24.71,24.71,12.18,0.0,Completed
2023-02-16,Salalah,Online,Smartphones,1,251.02,127.22,251.02,251.02,123.81,0.0,Completed
2023-02-16,Nizwa,Online,Accessories,2,24.0,14.59,48.0,48.0,18.82,0.0,Completed
2023-02-16,Muscat,Online,Smartphones,1,255.52,153.56,255.52,255.52,101.95,0.0,Completed
2023-02-16,Muscat,Retail,Smartphones,2,263.28,135.0,526.56,526.56,256.57,0.0,Completed
2023-02-16,Muscat,Online,Accessories,3,23.11,15.93,69.33,69.33,21.54,0.0,Completed
2023-02-16,Sohar,Retail,Wearables,2,83.91,47.41,167.81,167.81,73.0,0.0,Completed
2023-02-16,Salalah,Online,Laptops,3,330.64,183.06,991.93,991.93,442.74,0.0,Completed
2023-02-16,Salalah,Retail,Laptops,5,365.96,246.0,1829.8,1829.8,599.8,0.0,Completed
2023-02-16,Muscat,Wholesale,Wearables,56,70.15,51.16,3928.53,3928.53,1063.59,0.0,Completed
2023-02-17,Salalah,Retail,Accessories,3,22.99,11.97,68.98,68.98,33.08,0.0,Completed
2023-02-17,Nizwa,Retail,Laptops,2,383.6,204.29,767.2,767.2,358.62,0.0,Completed
2023-02-17,Muscat,Online,Smartphones,3,237.35,139.39,712.05,712.05,293.88,0.0,Completed
2023-02-17,Salalah,Online,Smartphones,1,265.92,147.36,265.92,265.92,118.56,0.0,Completed
2023-02-17,Muscat,Retail,Accessories,4,26.24,14.36,104.97,104.97,47.52,0.0,Completed
2023-02-17,Nizwa,Retail,Smartphones,3,237.78,129.14,713.34,0.0,-296.28,296.28,Returned
2023-02-17,Salalah,Retail,Smartphones,3,259.97,173.29,779.92,779.92,260.06,0.0,Completed
2023-02-17,Sohar,Retail,Laptops,5,353.02,209.23,1765.12,1765.12,718.97,0.0,Completed
